Gene 1 ID	Gene 1 name	Gene 2 name	Gene 2 ID
ENSG00000102781	KATNAL1	KATNA1	ENSG00000186625
ENSG00000120696	KBTBD7	KBTBD6	ENSG00000165572
ENSG00000182674	KCNB2	KCNB1	ENSG00000158445
ENSG00000276289	KCNE1B	KCNE1	ENSG00000180509
ENSG00000140015	KCNH5	KCNH1	ENSG00000143473
ENSG00000177807	KCNJ10	KCNJ15	ENSG00000157551
ENSG00000187486	KCNJ11	KCNJ8	ENSG00000121361
ENSG00000152315	KCNK13	KCNK12	ENSG00000184261
ENSG00000169427	KCNK9	KCNK3	ENSG00000171303
ENSG00000170745	KCNS3	KCNS2	ENSG00000156486
ENSG00000162687	KCNT2	KCNT1	ENSG00000107147
ENSG00000153885	KCTD15	KCTD1	ENSG00000134504
ENSG00000180901	KCTD2	KCTD5	ENSG00000167977
ENSG00000136636	KCTD3	SHKBP1	ENSG00000160410
ENSG00000178202	KDELC2	KDELC1	ENSG00000134901
ENSG00000012817	KDM5D	KDM5C	ENSG00000126012
ENSG00000147050	KDM6A	UTY	ENSG00000183878
ENSG00000131773	KHDRBS3	KHDRBS2	ENSG00000112232
ENSG00000164659	KIAA1324L	KIAA1324	ENSG00000116299
ENSG00000197892	KIF13B	KIF13A	ENSG00000137177
ENSG00000116852	KIF21B	KIF21A	ENSG00000139116
ENSG00000084731	KIF3C	KIF3B	ENSG00000101350
ENSG00000226650	KIF4B	KIF4A	ENSG00000090889
ENSG00000118263	KLF7	KLF6	ENSG00000067082
ENSG00000003096	KLHL13	KLHL9	ENSG00000198642
ENSG00000109466	KLHL2	KLHL3	ENSG00000146021
ENSG00000100395	L3MBTL2	MBTD1	ENSG00000011258
ENSG00000132434	LANCL2	LANCL1	ENSG00000115365
ENSG00000165905	LARGE2	LARGE1	ENSG00000133424
ENSG00000138709	LARP1B	LARP1	ENSG00000155506
ENSG00000185966	LCE3E	LCE3D	ENSG00000163202
ENSG00000169744	LDB2	LDB1	ENSG00000198728
ENSG00000168675	LDLRAD4	PMEPA1	ENSG00000124225
ENSG00000143768	LEFTY2	LEFTY1	ENSG00000243709
ENSG00000153012	LGI2	LGI1	ENSG00000108231
ENSG00000133067	LGR6	LGR5	ENSG00000139292
ENSG00000183722	LHFPL6	LHFPL1	ENSG00000182508
ENSG00000273706	LHX1	LHX5	ENSG00000089116
ENSG00000106689	LHX2	LHX9	ENSG00000143355
ENSG00000121454	LHX4	LHX3	ENSG00000107187
ENSG00000162624	LHX8	LHX6	ENSG00000106852
ENSG00000187772	LIN28B	LIN28A	ENSG00000131914
ENSG00000073350	LLGL2	LLGL1	ENSG00000131899
ENSG00000114988	LMAN2L	LMAN2	ENSG00000169223
ENSG00000139636	LMBR1L	LMBR1	ENSG00000105983
ENSG00000176619	LMNB2	LMNB1	ENSG00000113368
ENSG00000048540	LMO3	LMO1	ENSG00000166407
ENSG00000136944	LMX1B	LMX1A	ENSG00000162761
ENSG00000198589	LRBA	NBEA	ENSG00000172915
ENSG00000139263	LRIG3	LRIG2	ENSG00000198799
ENSG00000168702	LRP1B	LRP1	ENSG00000123384
ENSG00000070018	LRP6	LRP5	ENSG00000162337
ENSG00000173114	LRRN3	LRRN1	ENSG00000175928
ENSG00000176204	LRRTM4	LRRTM3	ENSG00000198739
ENSG00000012223	LTF	TF	ENSG00000091513
ENSG00000011009	LYPLA2	LYPLA1	ENSG00000120992
ENSG00000151033	LYZL2	LYZL1	ENSG00000120563
ENSG00000181541	MAB21L2	MAB21L1	ENSG00000180660
ENSG00000232030	MAGEB6B	MAGEB6	ENSG00000176746
ENSG00000111196	MAGOHB	MAGOH	ENSG00000162385
ENSG00000102158	MAGT1	TUSC3	ENSG00000104723
ENSG00000196547	MAN2A2	MAN2A1	ENSG00000112893
ENSG00000185090	MANEAL	MANEA	ENSG00000172469
ENSG00000069535	MAOB	MAOA	ENSG00000189221
ENSG00000126934	MAP2K2	MAP2K1	ENSG00000169032
ENSG00000073803	MAP3K13	MAP3K12	ENSG00000139625
ENSG00000180815	MAP3K15	MAP3K5	ENSG00000197442
ENSG00000198909	MAP3K3	MAP3K2	ENSG00000169967
ENSG00000102882	MAPK3	MAPK1	ENSG00000100030
ENSG00000138834	MAPK8IP3	SPAG9	ENSG00000008294
ENSG00000114738	MAPKAPK3	MAPKAPK2	ENSG00000162889
ENSG00000084764	MAPRE3	MAPRE1	ENSG00000101367
ENSG00000168906	MAT2A	MAT1A	ENSG00000151224
ENSG00000143797	MBOAT2	MBOAT1	ENSG00000172197
ENSG00000139915	MDGA2	MDGA1	ENSG00000112139
ENSG00000144893	MED12L	MED12	ENSG00000184634
ENSG00000123066	MED13L	MED13	ENSG00000108510
ENSG00000157890	MEGF11	MEGF10	ENSG00000145794
ENSG00000165055	METTL2B	METTL2A	ENSG00000087995
ENSG00000170439	METTL7B	METTL7A	ENSG00000185432
ENSG00000116688	MFN2	MFN1	ENSG00000171109
ENSG00000257335	MGAM	SI	ENSG00000090402
ENSG00000161013	MGAT4B	MGAT4A	ENSG00000071073
ENSG00000204516	MICB	MICA	ENSG00000204520
ENSG00000080561	MID2	MID1	ENSG00000101871
ENSG00000099875	MKNK2	MKNK1	ENSG00000079277
ENSG00000171843	MLLT3	MLLT1	ENSG00000130382
ENSG00000136297	MMD2	MMD	ENSG00000108960
ENSG00000142606	MMEL1	MME	ENSG00000196549
ENSG00000165943	MOAP1	PNMA1	ENSG00000176903
ENSG00000166391	MOGAT2	MOGAT1	ENSG00000124003
ENSG00000123562	MORF4L2	MORF4L1	ENSG00000185787
ENSG00000108852	MPP2	MPP6	ENSG00000105926
ENSG00000161647	MPP3	MPP7	ENSG00000150054
ENSG00000066382	MPPED2	MPPED1	ENSG00000186732
ENSG00000128309	MPST	TST	ENSG00000128311
ENSG00000178988	MRFAP1L1	MRFAP1	ENSG00000179010
ENSG00000214787	MS4A4E	MS4A4A	ENSG00000110079
ENSG00000178860	MSC	TCF21	ENSG00000118526
ENSG00000153944	MSI2	MSI1	ENSG00000135097
ENSG00000120149	MSX2	MSX1	ENSG00000163132
ENSG00000120254	MTHFD1L	MTHFD1	ENSG00000100714
ENSG00000163738	MTHFD2L	MTHFD2	ENSG00000065911
ENSG00000134640	MTNR1B	MTNR1A	ENSG00000168412
ENSG00000270188	MTRNR2L11	MTRNR2L10	ENSG00000256045
ENSG00000232196	MTRNR2L4	MTRNR2L13	ENSG00000270394
ENSG00000132613	MTSS1L	MTSS1	ENSG00000170873
ENSG00000183486	MX2	MX1	ENSG00000157601
ENSG00000128641	MYO1B	MYO1A	ENSG00000166866
ENSG00000197879	MYO1C	MYO1H	ENSG00000174527
ENSG00000176658	MYO1D	MYO1G	ENSG00000136286
ENSG00000142347	MYO1F	MYO1E	ENSG00000157483
ENSG00000169994	MYO7B	MYO7A	ENSG00000137474
ENSG00000152082	MZT2B	MZT2A	ENSG00000173272
ENSG00000156269	NAA11	NAA10	ENSG00000102030
ENSG00000172766	NAA16	NAA15	ENSG00000164134
ENSG00000139579	NABP2	NABP1	ENSG00000173559
ENSG00000205531	NAP1L4	NAP1L1	ENSG00000187109
ENSG00000125814	NAPB	NAPA	ENSG00000105402
ENSG00000156006	NAT2	NAT1	ENSG00000171428
ENSG00000067798	NAV3	NAV2	ENSG00000166833
ENSG00000142794	NBPF3	NBPF15	ENSG00000266338
ENSG00000170935	NCBP2L	NCBP2	ENSG00000114503
ENSG00000071051	NCK2	NCK1	ENSG00000158092
ENSG00000123338	NCKAP1L	NCKAP1	ENSG00000061676
ENSG00000166579	NDEL1	NDE1	ENSG00000072864
ENSG00000185633	NDUFA4L2	NDUFA4	ENSG00000189043
ENSG00000157191	NECAP2	NECAP1	ENSG00000089818
ENSG00000151414	NEK7	NEK6	ENSG00000119408
ENSG00000184613	NELL2	NELL1	ENSG00000165973
ENSG00000171208	NETO2	NETO1	ENSG00000166342
ENSG00000177551	NHLH2	NHLH1	ENSG00000171786
ENSG00000163293	NIPAL1	NIPA2	ENSG00000140157
ENSG00000146729	NIPSNAP2	NIPSNAP1	ENSG00000184117
ENSG00000165028	NIPSNAP3B	NIPSNAP3A	ENSG00000136783
ENSG00000189134	NKAPL	NKAP	ENSG00000101882
ENSG00000168256	NKIRAS2	NKIRAS1	ENSG00000197885
ENSG00000123213	NLN	THOP1	ENSG00000172009
ENSG00000167634	NLRP7	NLRP2	ENSG00000022556
ENSG00000152465	NMT2	NMT1	ENSG00000136448
ENSG00000197183	NOL4L	NOL4	ENSG00000101746
ENSG00000147140	NONO	PSPC1	ENSG00000121390
ENSG00000104967	NOVA2	NOVA1	ENSG00000139910
ENSG00000125522	NPBWR2	NPBWR1	ENSG00000183729
ENSG00000159899	NPR2	NPR1	ENSG00000169418
ENSG00000106236	NPTX2	NPTX1	ENSG00000171246
ENSG00000025434	NR1H3	NR1H2	ENSG00000131408
ENSG00000177463	NR2C2	NR2C1	ENSG00000120798
ENSG00000116833	NR5A2	NR5A1	ENSG00000136931
ENSG00000185189	NRBP2	NRBP1	ENSG00000115216
ENSG00000170091	NSG2	NSG1	ENSG00000168824
ENSG00000125458	NT5C	NT5M	ENSG00000205309
ENSG00000111696	NT5DC3	NT5DC2	ENSG00000168268
ENSG00000162068	NTN3	NTN1	ENSG00000065320
ENSG00000196358	NTNG2	NTNG1	ENSG00000162631
ENSG00000070081	NUCB2	NUCB1	ENSG00000104805
ENSG00000105245	NUMBL	NUMB	ENSG00000133961
ENSG00000144227	NXPH2	NXPH1	ENSG00000122584
ENSG00000101888	NXT2	NXT1	ENSG00000132661
ENSG00000171102	OBP2B	OBP2A	ENSG00000122136
ENSG00000135175	OCM2	OCM	ENSG00000122543
ENSG00000197444	OGDHL	OGDH	ENSG00000105953
ENSG00000184792	OSBP2	OSBP	ENSG00000110048
ENSG00000144909	OSBPL11	OSBPL10	ENSG00000144645
ENSG00000091039	OSBPL8	OSBPL5	ENSG00000021762
ENSG00000264522	OTUD7B	OTUD7A	ENSG00000169918
ENSG00000198754	OXCT2	OXCT1	ENSG00000083720
ENSG00000172939	OXSR1	STK39	ENSG00000198648
ENSG00000186912	P2RY4	P2RY2	ENSG00000175591
ENSG00000072682	P4HA2	P4HA1	ENSG00000122884
ENSG00000179364	PACS2	PACS1	ENSG00000175115
ENSG00000079462	PAFAH1B3	PAFAH1B2	ENSG00000168092
ENSG00000124374	PAIP2B	PAIP2	ENSG00000120727
ENSG00000198682	PAPSS2	PAPSS1	ENSG00000138801
ENSG00000188677	PARVB	PARVA	ENSG00000197702
ENSG00000009709	PAX7	PAX3	ENSG00000135903
ENSG00000100889	PCK2	PCK1	ENSG00000124253
ENSG00000203880	PCMTD2	PCMTD1	ENSG00000168300
ENSG00000102230	PCYT1B	PCYT1A	ENSG00000161217
ENSG00000115539	PDCL3	PDCL2	ENSG00000163440
ENSG00000123360	PDE1B	PDE1A	ENSG00000115252
ENSG00000139053	PDE6H	PDE6G	ENSG00000185527
ENSG00000171408	PDE7B	PDE7A	ENSG00000205268
ENSG00000113231	PDE8B	PDE8A	ENSG00000073417
ENSG00000163114	PDHA2	PDHA1	ENSG00000131828
ENSG00000083642	PDS5B	PDS5A	ENSG00000121892
ENSG00000109272	PF4V1	PF4	ENSG00000163737
ENSG00000070087	PFN2	PFN1	ENSG00000108518
ENSG00000170950	PGK2	PGK1	ENSG00000102144
ENSG00000163218	PGLYRP4	PGLYRP3	ENSG00000159527
ENSG00000079739	PGM1	PGM5	ENSG00000154330
ENSG00000165434	PGM2L1	PGM2	ENSG00000169299
ENSG00000044446	PHKA2	PHKA1	ENSG00000067177
ENSG00000156873	PHKG2	PHKG1	ENSG00000164776
ENSG00000109132	PHOX2B	PHOX2A	ENSG00000165462
ENSG00000006576	PHTF2	PHTF1	ENSG00000116793
ENSG00000165443	PHYHIPL	PHYHIP	ENSG00000168490
ENSG00000137558	PI15	R3HDML	ENSG00000101074
ENSG00000171608	PIK3CD	PIK3CB	ENSG00000051382
ENSG00000121716	PILRB	PILRA	ENSG00000085514
ENSG00000180957	PITPNB	PITPNA	ENSG00000174238
ENSG00000067225	PKM	PKLR	ENSG00000143627
ENSG00000165495	PKNOX2	PKNOX1	ENSG00000160199
ENSG00000188784	PLA2G2E	PLA2G2A	ENSG00000188257
ENSG00000126003	PLAGL2	PLAG1	ENSG00000181690
ENSG00000149782	PLCB3	PLCB1	ENSG00000182621
ENSG00000154822	PLCL2	PLCL1	ENSG00000115896
ENSG00000147535	PLPP5	PLPP4	ENSG00000203805
ENSG00000117598	PLPPR5	PLPPR1	ENSG00000148123
ENSG00000140650	PMM2	PMM1	ENSG00000100417
ENSG00000105819	PMPCB	UQCRC1	ENSG00000010256
ENSG00000225110	PNMA6F	PNMA6E	ENSG00000214897
ENSG00000130653	PNPLA7	PNPLA6	ENSG00000032444
ENSG00000272391	POM121C	POM121	ENSG00000196313
ENSG00000138777	PPA2	PPA1	ENSG00000180817
ENSG00000145725	PPIP5K2	PPIP5K1	ENSG00000168781
ENSG00000138032	PPM1B	PPM1A	ENSG00000100614
ENSG00000198729	PPP1R14C	PPP1R14B	ENSG00000173457
ENSG00000231989	PPP1R2B	PPP1R2	ENSG00000184203
ENSG00000104695	PPP2CB	PPP2CA	ENSG00000113575
ENSG00000137713	PPP2R1B	PPP2R1A	ENSG00000105568
ENSG00000188386	PPP3R2	PPP3R1	ENSG00000221823
ENSG00000101166	PRELID3B	PRELID3A	ENSG00000141391
ENSG00000046889	PREX2	PREX1	ENSG00000124126
ENSG00000163637	PRICKLE2	PRICKLE1	ENSG00000139174
ENSG00000162409	PRKAA2	PRKAA1	ENSG00000132356
ENSG00000131791	PRKAB2	PRKAB1	ENSG00000111725
ENSG00000188191	PRKAR1B	PRKAR1A	ENSG00000108946
ENSG00000005249	PRKAR2B	PRKAR2A	ENSG00000114302
ENSG00000163932	PRKCD	PRKCQ	ENSG00000065675
ENSG00000027075	PRKCH	PRKCE	ENSG00000171132
ENSG00000163558	PRKCI	PRKCZ	ENSG00000067606
ENSG00000111218	PRMT8	PRMT1	ENSG00000126457
ENSG00000101292	PROKR2	PROKR1	ENSG00000169618
ENSG00000110844	PRPF40B	PRPF40A	ENSG00000196504
ENSG00000141127	PRPSAP2	PRPSAP1	ENSG00000161542
ENSG00000167157	PRRX2	PRRX1	ENSG00000116132
ENSG00000215148	PRSS41	PRSS21	ENSG00000007038
ENSG00000143801	PSEN2	PSEN1	ENSG00000080815
ENSG00000147613	PSKH2	PSKH1	ENSG00000159792
ENSG00000154611	PSMA8	PSMA7	ENSG00000101182
ENSG00000205220	PSMB10	PSMB7	ENSG00000136930
ENSG00000100804	PSMB5	PSMB8	ENSG00000204264
ENSG00000142507	PSMB6	PSMB9	ENSG00000240065
ENSG00000073756	PTGS2	PTGS1	ENSG00000095303
ENSG00000196396	PTPN1	PTPN2	ENSG00000175354
ENSG00000179295	PTPN11	PTPN6	ENSG00000111679
ENSG00000152104	PTPN14	PTPN21	ENSG00000070778
ENSG00000088179	PTPN4	PTPN3	ENSG00000070159
ENSG00000132334	PTPRE	PTPRA	ENSG00000132670
ENSG00000055917	PUM2	PUM1	ENSG00000134644
ENSG00000146676	PURB	PURA	ENSG00000185129
ENSG00000147485	PXDNL	PXDN	ENSG00000130508
ENSG00000143811	PYCR2	PYCR1	ENSG00000183010
ENSG00000124209	RAB22A	RAB31	ENSG00000168461
ENSG00000167964	RAB26	RAB37	ENSG00000172794
ENSG00000041353	RAB27B	RAB27A	ENSG00000069974
ENSG00000172007	RAB33B	RAB33A	ENSG00000134594
ENSG00000155961	RAB39B	RAB39A	ENSG00000179331
ENSG00000079974	RABL2B	RABL2A	ENSG00000144134
ENSG00000119318	RAD23B	RAD23A	ENSG00000179262
ENSG00000144118	RALB	RALA	ENSG00000006451
ENSG00000116191	RALGPS2	RALGPS1	ENSG00000136828
ENSG00000184672	RALYL	RALY	ENSG00000125970
ENSG00000141084	RANBP10	RANBP9	ENSG00000010017
ENSG00000204764	RANBP17	XPO7	ENSG00000130227
ENSG00000158987	RAPGEF6	RAPGEF2	ENSG00000109756
ENSG00000185989	RASA3	RASA2	ENSG00000155903
ENSG00000100302	RASD2	RASD1	ENSG00000108551
ENSG00000113319	RASGRF2	RASGRF1	ENSG00000058335
ENSG00000270885	RASL10B	RASL10A	ENSG00000100276
ENSG00000107551	RASSF4	RASSF2	ENSG00000101265
ENSG00000102054	RBBP7	RBBP4	ENSG00000162521
ENSG00000132819	RBM38	RBM24	ENSG00000112183
ENSG00000166831	RBPMS2	RBPMS	ENSG00000157110
ENSG00000117602	RCAN3	RCAN2	ENSG00000172348
ENSG00000136161	RCBTB2	RCBTB1	ENSG00000136144
ENSG00000139988	RDH12	RDH11	ENSG00000072042
ENSG00000115255	REEP6	REEP5	ENSG00000129625
ENSG00000172023	REG1B	REG1A	ENSG00000115386
ENSG00000080298	RFX3	RFX2	ENSG00000087903
ENSG00000171700	RGS19	RGS17	ENSG00000091844
ENSG00000182901	RGS7	RGS6	ENSG00000182732
ENSG00000129667	RHBDF2	RHBDF1	ENSG00000007384
ENSG00000141314	RHBDL3	RHBDL1	ENSG00000103269
ENSG00000187010	RHD	RHCE	ENSG00000188672
ENSG00000167550	RHEBL1	RHEB	ENSG00000106615
ENSG00000008853	RHOBTB2	RHOBTB1	ENSG00000072422
ENSG00000140983	RHOT2	RHOT1	ENSG00000126858
ENSG00000166532	RIMKLB	RIMKLA	ENSG00000177181
ENSG00000204227	RING1	RNF2	ENSG00000121481
ENSG00000152214	RIT2	RIT1	ENSG00000143622
ENSG00000107014	RLN2	RLN1	ENSG00000107018
ENSG00000145916	RMND5B	RMND5A	ENSG00000153561
ENSG00000169397	RNASE3	RNASE2	ENSG00000169385
ENSG00000139797	RNF113B	RNF113A	ENSG00000125352
ENSG00000137522	RNF121	RNF175	ENSG00000145428
ENSG00000137393	RNF144B	RNF144A	ENSG00000151692
ENSG00000155827	RNF20	RNF40	ENSG00000103549
ENSG00000137075	RNF38	RNF44	ENSG00000146083
ENSG00000134318	ROCK2	ROCK1	ENSG00000067900
ENSG00000114547	ROPN1B	ROPN1	ENSG00000065371
ENSG00000169071	ROR2	ROR1	ENSG00000185483
ENSG00000235376	RPEL1	RPE	ENSG00000197713
ENSG00000165496	RPL10L	RPL10	ENSG00000147403
ENSG00000163584	RPL22L1	RPL22	ENSG00000116251
ENSG00000037241	RPL26L1	RPL26	ENSG00000161970
ENSG00000100316	RPL3	RPL3L	ENSG00000140986
ENSG00000163923	RPL39L	RPL39	ENSG00000198918
ENSG00000101413	RPRD1B	RPRD1A	ENSG00000141425
ENSG00000179673	RPRML	RPRM	ENSG00000177519
ENSG00000185088	RPS27L	RPS27	ENSG00000177954
ENSG00000100784	RPS6KA5	RPS6KA4	ENSG00000162302
ENSG00000175634	RPS6KB2	RPS6KB1	ENSG00000108443
ENSG00000083750	RRAGB	RRAGA	ENSG00000155876
ENSG00000025039	RRAGD	RRAGC	ENSG00000116954
ENSG00000048392	RRM2B	RRM2	ENSG00000171848
ENSG00000198471	RTP2	RTP1	ENSG00000175077
ENSG00000105784	RUNDC3B	RUNDC3A	ENSG00000108309
ENSG00000163602	RYBP	YAF2	ENSG00000015153
ENSG00000130254	SAFB2	SAFB	ENSG00000160633
ENSG00000256463	SALL3	SALL1	ENSG00000103449
ENSG00000179134	SAMD4B	SAMD4A	ENSG00000020577
ENSG00000177409	SAMD9L	SAMD9	ENSG00000205413
ENSG00000164576	SAP30L	SAP30	ENSG00000164105
ENSG00000152700	SAR1B	SAR1A	ENSG00000079332
ENSG00000119042	SATB2	SATB1	ENSG00000182568
ENSG00000133812	SBF2	SBF1	ENSG00000100241
ENSG00000198794	SCAMP5	SCAMP4	ENSG00000227500
ENSG00000145284	SCD5	SCD	ENSG00000099194
ENSG00000268320	SCGB1C2	SCGB1C1	ENSG00000188076
ENSG00000110484	SCGB2A2	SCGB2A1	ENSG00000124939
ENSG00000260428	SCX	TCF15	ENSG00000125878
ENSG00000125775	SDCBP2	SDCBP	ENSG00000137575
ENSG00000128228	SDF2L1	SDF2	ENSG00000132581
ENSG00000069188	SDK2	SDK1	ENSG00000146555
ENSG00000139410	SDSL	SDS	ENSG00000135094
ENSG00000166562	SEC11C	SEC11A	ENSG00000140612
ENSG00000103184	SEC14L5	SEC14L1	ENSG00000129657
ENSG00000101310	SEC23B	SEC23A	ENSG00000100934
ENSG00000138802	SEC24B	SEC24A	ENSG00000113615
ENSG00000150961	SEC24D	SEC24C	ENSG00000176986
ENSG00000065665	SEC61A2	SEC61A1	ENSG00000058262
ENSG00000001617	SEMA3F	SEMA3C	ENSG00000075223
ENSG00000082684	SEMA5B	SEMA5A	ENSG00000112902
ENSG00000124157	SEMG2	SEMG1	ENSG00000124233
ENSG00000179918	SEPHS2	SEPHS1	ENSG00000086475
ENSG00000151778	SERP2	SERP1	ENSG00000120742
ENSG00000230667	SETSIP	SET	ENSG00000119335
ENSG00000198879	SFMBT2	SFMBT1	ENSG00000163935
ENSG00000120057	SFRP5	SFRP1	ENSG00000104332
ENSG00000213064	SFT2D2	SFT2D1	ENSG00000198818
ENSG00000185303	SFTPA2	SFTPA1	ENSG00000122852
ENSG00000164023	SGMS2	SGMS1	ENSG00000198964
ENSG00000141258	SGSM2	SGSM1	ENSG00000167037
ENSG00000197860	SGTB	SGTA	ENSG00000104969
ENSG00000198478	SH3BGRL2	SH3BGRL	ENSG00000131171
ENSG00000148341	SH3GLB2	SH3GLB1	ENSG00000097033
ENSG00000182199	SHMT2	SHMT1	ENSG00000176974
ENSG00000168779	SHOX2	SHOX	ENSG00000185960
ENSG00000181788	SIAH2	SIAH1	ENSG00000196470
ENSG00000149577	SIDT2	SIDT1	ENSG00000072858
ENSG00000161640	SIGLEC11	SIGLEC10	ENSG00000142512
ENSG00000116991	SIPA1L2	SIPA1L1	ENSG00000197555
ENSG00000184302	SIX6	SIX3	ENSG00000138083
ENSG00000110911	SLC11A2	SLC11A1	ENSG00000018280
ENSG00000155380	SLC16A1	SLC16A7	ENSG00000118596
ENSG00000141526	SLC16A3	SLC16A8	ENSG00000100156
ENSG00000165646	SLC18A2	SLC18A1	ENSG00000036565
ENSG00000105281	SLC1A5	SLC1A4	ENSG00000115902
ENSG00000168575	SLC20A2	SLC20A1	ENSG00000144136
ENSG00000175003	SLC22A1	SLC22A2	ENSG00000112499
ENSG00000197891	SLC22A12	SLC22A11	ENSG00000168065
ENSG00000197375	SLC22A5	SLC22A4	ENSG00000197208
ENSG00000089057	SLC23A2	SLC23A1	ENSG00000170482
ENSG00000140090	SLC24A4	SLC24A3	ENSG00000185052
ENSG00000004864	SLC25A13	SLC25A12	ENSG00000115840
ENSG00000102078	SLC25A14	SLC25A30	ENSG00000174032
ENSG00000102743	SLC25A15	SLC25A2	ENSG00000120329
ENSG00000182902	SLC25A18	SLC25A22	ENSG00000177542
ENSG00000155287	SLC25A28	SLC25A37	ENSG00000147454
ENSG00000114120	SLC25A36	SLC25A33	ENSG00000171612
ENSG00000141437	SLC25A52	SLC25A51	ENSG00000122696
ENSG00000130304	SLC27A1	SLC27A4	ENSG00000167114
ENSG00000140284	SLC27A2	SLC27A6	ENSG00000113396
ENSG00000137860	SLC28A2	SLC28A1	ENSG00000156222
ENSG00000197241	SLC2A7	SLC2A5	ENSG00000142583
ENSG00000130958	SLC35D2	SLC35D1	ENSG00000116704
ENSG00000189339	SLC35E2B	SLC35E2	ENSG00000215790
ENSG00000134955	SLC37A2	SLC37A1	ENSG00000160190
ENSG00000136052	SLC41A2	SLC41A1	ENSG00000133065
ENSG00000167703	SLC43A2	SLC43A1	ENSG00000149150
ENSG00000185803	SLC52A2	SLC52A1	ENSG00000132517
ENSG00000256870	SLC5A8	SLC5A12	ENSG00000148942
ENSG00000197106	SLC6A17	SLC6A15	ENSG00000072041
ENSG00000174358	SLC6A19	SLC6A18	ENSG00000164363
ENSG00000142319	SLC6A3	SLC6A2	ENSG00000103546
ENSG00000155465	SLC7A7	SLC7A6	ENSG00000103064
ENSG00000180251	SLC9A4	SLC9A2	ENSG00000115616
ENSG00000164038	SLC9B2	SLC9B1	ENSG00000164037
ENSG00000205045	SLFN12L	SLFN12	ENSG00000172123
ENSG00000102038	SMARCA1	SMARCA5	ENSG00000153147
ENSG00000127616	SMARCA4	SMARCA2	ENSG00000080503
ENSG00000139613	SMARCC2	SMARCC1	ENSG00000173473
ENSG00000112562	SMOC2	SMOC1	ENSG00000198732
ENSG00000108854	SMURF2	SMURF1	ENSG00000198742
ENSG00000132639	SNAP25	SNAP23	ENSG00000092531
ENSG00000074317	SNCB	SNCA	ENSG00000145335
ENSG00000077312	SNRPA	SNRPB2	ENSG00000125870
ENSG00000125835	SNRPB	SNRPN	ENSG00000128739
ENSG00000028528	SNX1	SNX2	ENSG00000205302
ENSG00000147164	SNX12	SNX3	ENSG00000112335
ENSG00000156395	SORCS3	SORCS1	ENSG00000108018
ENSG00000100485	SOS2	SOS1	ENSG00000115904
ENSG00000182968	SOX1	SOX2	ENSG00000181449
ENSG00000168875	SOX14	SOX21	ENSG00000125285
ENSG00000110693	SOX6	SOX5	ENSG00000134532
ENSG00000217236	SP9	SP8	ENSG00000164651
ENSG00000164871	SPAG11B	SPAG11A	ENSG00000178287
ENSG00000196104	SPOCK3	SPOCK1	ENSG00000152377
ENSG00000144228	SPOPL	SPOP	ENSG00000121067
ENSG00000198369	SPRED2	SPRED1	ENSG00000166068
ENSG00000169469	SPRR1B	SPRR1A	ENSG00000169474
ENSG00000196805	SPRR2B	SPRR2A	ENSG00000241794
ENSG00000136158	SPRY2	SPRY1	ENSG00000164056
ENSG00000197694	SPTAN1	SPTA1	ENSG00000163554
ENSG00000172296	SPTLC3	SPTLC2	ENSG00000100596
ENSG00000171943	SRGAP2C	SRGAP2B	ENSG00000196369
ENSG00000111786	SRSF9	SRSF1	ENSG00000136450
ENSG00000132671	SSTR4	SSTR1	ENSG00000139874
ENSG00000007341	ST7L	ST7	ENSG00000004866
ENSG00000113532	ST8SIA4	ST8SIA2	ENSG00000140557
ENSG00000101972	STAG2	STAG1	ENSG00000118007
ENSG00000115145	STAM2	STAM	ENSG00000136738
ENSG00000138134	STAMBPL1	STAMBP	ENSG00000124356
ENSG00000173757	STAT5B	STAT5A	ENSG00000126561
ENSG00000105889	STEAP1B	STEAP1	ENSG00000164647
ENSG00000115107	STEAP3	STEAP2	ENSG00000157214
ENSG00000104375	STK3	STK4	ENSG00000101109
ENSG00000211455	STK38L	STK38	ENSG00000112079
ENSG00000133115	STOML3	STOM	ENSG00000148175
ENSG00000128578	STRIP2	STRIP1	ENSG00000143093
ENSG00000104915	STX10	STX6	ENSG00000135823
ENSG00000117758	STX12	STX7	ENSG00000079950
ENSG00000076944	STXBP2	STXBP1	ENSG00000136854
ENSG00000145087	STXBP5L	STXBP5	ENSG00000164506
ENSG00000196562	SULF2	SULF1	ENSG00000137573
ENSG00000152455	SUV39H2	SUV39H1	ENSG00000101945
ENSG00000165025	SYK	ZAP70	ENSG00000115085
ENSG00000127561	SYNGR3	SYNGR1	ENSG00000100321
ENSG00000102003	SYP	SYNPR	ENSG00000163630
ENSG00000132872	SYT4	SYT11	ENSG00000132718
ENSG00000169836	TACR3	TACR1	ENSG00000115353
ENSG00000122728	TAF1L	TAF1	ENSG00000147133
ENSG00000187325	TAF9B	TAF9	ENSG00000273841
ENSG00000170921	TANC2	TANC1	ENSG00000115183
ENSG00000135090	TAOK3	TAOK1	ENSG00000160551
ENSG00000221937	TAS2R40	TAS2R39	ENSG00000236398
ENSG00000065491	TBC1D22B	TBC1D22A	ENSG00000054611
ENSG00000133138	TBC1D8B	TBC1D8	ENSG00000204634
ENSG00000182521	TBPL2	TBP	ENSG00000112592
ENSG00000112837	TBX18	TBX15	ENSG00000092607
